oh,vfatId,vfatCh,iEta,strip,chamber
0,1,2,4,322,4
0,1,3,3,322,4
0,1,4,4,323,4
0,1,5,3,323,4
0,1,6,4,324,4
0,1,7,3,324,4
0,1,8,4,325,4
0,1,9,3,325,4
0,1,10,4,326,4
0,1,11,3,326,4
0,1,12,4,327,4
0,1,13,3,327,4
0,1,14,4,328,4
0,1,15,3,328,4
0,1,16,4,329,4
0,1,17,3,329,4
0,1,18,4,330,4
0,1,19,3,330,4
0,1,20,4,331,4
0,1,21,3,331,4
0,1,22,4,332,4
0,1,23,3,332,4
0,1,24,4,333,4
0,1,25,3,333,4
0,1,26,4,334,4
0,1,27,3,334,4
0,1,28,4,335,4
0,1,29,3,335,4
0,1,30,4,336,4
0,1,31,3,336,4
0,1,32,4,337,4
0,1,33,3,337,4
0,1,34,4,338,4
0,1,35,3,338,4
0,1,36,4,339,4
0,1,37,3,339,4
0,1,38,4,340,4
0,1,39,3,340,4
0,1,40,4,341,4
0,1,41,3,341,4
0,1,42,4,342,4
0,1,43,3,342,4
0,1,44,4,343,4
0,1,45,3,343,4
0,1,46,4,344,4
0,1,47,3,344,4
0,1,48,4,345,4
0,1,49,3,345,4
0,1,50,4,346,4
0,1,51,3,346,4
0,1,52,4,347,4
0,1,53,3,347,4
0,1,54,4,348,4
0,1,55,3,348,4
0,1,56,4,349,4
0,1,57,3,349,4
0,1,58,4,350,4
0,1,59,3,350,4
0,1,60,4,351,4
0,1,61,3,351,4
0,1,62,4,352,4
0,1,63,3,352,4
0,1,64,4,353,4
0,1,65,3,353,4
0,1,66,4,354,4
0,1,67,3,354,4
0,1,68,4,355,4
0,1,69,3,355,4
0,1,70,4,356,4
0,1,71,3,356,4
0,1,72,4,357,4
0,1,73,3,357,4
0,1,74,4,358,4
0,1,75,3,358,4
0,1,76,4,359,4
0,1,77,3,359,4
0,1,78,4,360,4
0,1,79,3,360,4
0,1,80,4,361,4
0,1,81,3,361,4
0,1,82,4,362,4
0,1,83,3,362,4
0,1,84,4,363,4
0,1,85,3,363,4
0,1,86,4,364,4
0,1,87,3,364,4
0,1,88,4,365,4
0,1,89,3,365,4
0,1,90,4,366,4
0,1,91,3,366,4
0,1,92,4,367,4
0,1,93,3,367,4
0,1,94,4,368,4
0,1,95,3,368,4
0,1,96,4,369,4
0,1,97,3,369,4
0,1,98,4,370,4
0,1,99,3,370,4
0,1,100,4,371,4
0,1,101,3,371,4
0,1,102,4,372,4
0,1,103,3,372,4
0,1,104,4,373,4
0,1,105,3,373,4
0,1,106,4,374,4
0,1,107,3,374,4
0,1,108,4,375,4
0,1,109,3,375,4
0,1,110,4,376,4
0,1,111,3,376,4
0,1,112,4,377,4
0,1,113,3,377,4
0,1,114,4,378,4
0,1,115,3,378,4
0,1,116,4,379,4
0,1,117,3,379,4
0,1,118,4,380,4
0,1,119,3,380,4
0,1,120,4,381,4
0,1,121,3,381,4
0,1,122,4,382,4
0,1,123,3,382,4
0,1,124,4,383,4
0,1,125,3,383,4
0,1,126,4,384,4
0,1,127,3,384,4
0,5,0,4,193,4
0,5,1,3,193,4
0,5,2,4,194,4
0,5,3,3,194,4
0,5,4,4,195,4
0,5,5,3,195,4
0,5,6,4,196,4
0,5,7,3,196,4
0,5,8,4,197,4
0,5,9,3,197,4
0,5,10,4,198,4
0,5,11,3,198,4
0,5,12,4,199,4
0,5,13,3,199,4
0,5,14,4,200,4
0,5,15,3,200,4
0,5,16,4,201,4
0,5,17,3,201,4
0,5,18,4,202,4
0,5,19,3,202,4
0,5,20,4,203,4
0,5,21,3,203,4
0,5,22,4,204,4
0,5,23,3,204,4
0,5,24,4,205,4
0,5,25,3,205,4
0,5,26,4,206,4
0,5,27,3,206,4
0,5,28,4,207,4
0,5,29,3,207,4
0,5,30,4,208,4
0,5,31,3,208,4
0,5,32,4,209,4
0,5,33,3,209,4
0,5,34,4,210,4
0,5,35,3,210,4
0,5,36,4,211,4
0,5,37,3,211,4
0,5,38,4,212,4
0,5,39,3,212,4
0,5,40,4,213,4
0,5,41,3,213,4
0,5,42,4,214,4
0,5,43,3,214,4
0,5,44,4,215,4
0,5,45,3,215,4
0,5,46,4,216,4
0,5,47,3,216,4
0,5,48,4,217,4
0,5,49,3,217,4
0,5,50,4,218,4
0,5,51,3,218,4
0,5,52,4,219,4
0,5,53,3,219,4
0,5,54,4,220,4
0,5,55,3,220,4
0,5,56,4,221,4
0,5,57,3,221,4
0,5,58,4,222,4
0,5,59,3,222,4
0,5,60,4,223,4
0,5,61,3,223,4
0,5,62,4,224,4
0,5,63,3,224,4
0,5,64,4,225,4
0,5,65,3,225,4
0,5,66,4,226,4
0,5,67,3,226,4
0,5,68,4,227,4
0,5,69,3,227,4
0,5,70,4,228,4
0,5,71,3,228,4
0,5,72,4,229,4
0,5,73,3,229,4
0,5,74,4,230,4
0,5,75,3,230,4
0,5,76,4,231,4
0,5,77,3,231,4
0,5,78,4,232,4
0,5,79,3,232,4
0,5,80,4,233,4
0,5,81,3,233,4
0,5,82,4,234,4
0,5,83,3,234,4
0,5,84,4,235,4
0,5,85,3,235,4
0,5,86,4,236,4
0,5,87,3,236,4
0,5,88,4,237,4
0,5,89,3,237,4
0,5,90,4,238,4
0,5,91,3,238,4
0,5,92,4,239,4
0,5,93,3,239,4
0,5,94,4,240,4
0,5,95,3,240,4
0,5,96,4,241,4
0,5,97,3,241,4
0,5,98,4,242,4
0,5,99,3,242,4
0,5,100,4,243,4
0,5,101,3,243,4
0,5,102,4,244,4
0,5,103,3,244,4
0,5,104,4,245,4
0,5,105,3,245,4
0,5,106,4,246,4
0,5,107,3,246,4
0,5,108,4,247,4
0,5,109,3,247,4
0,5,110,4,248,4
0,5,111,3,248,4
0,5,112,4,249,4
0,5,113,3,249,4
0,5,114,4,250,4
0,5,115,3,250,4
0,5,116,4,251,4
0,5,117,3,251,4
0,5,118,4,252,4
0,5,119,3,252,4
0,5,120,4,253,4
0,5,121,3,253,4
0,5,122,4,254,4
0,5,123,3,254,4
0,5,124,4,255,4
0,5,125,3,255,4
0,5,126,4,256,4
0,5,127,3,256,4
0,3,0,4,257,4
0,3,1,3,257,4
0,3,2,4,258,4
0,3,3,3,258,4
0,3,4,4,259,4
0,3,5,3,259,4
0,3,6,4,260,4
0,3,7,3,260,4
0,3,8,4,261,4
0,3,9,3,261,4
0,3,10,4,262,4
0,3,11,3,262,4
0,3,12,4,263,4
0,3,13,3,263,4
0,3,14,4,264,4
0,3,15,3,264,4
0,3,16,4,265,4
0,3,17,3,265,4
0,3,18,4,266,4
0,3,19,3,266,4
0,3,20,4,267,4
0,3,21,3,267,4
0,3,22,4,268,4
0,3,23,3,268,4
0,3,24,4,269,4
0,3,25,3,269,4
0,3,26,4,270,4
0,3,27,3,270,4
0,3,28,4,271,4
0,3,29,3,271,4
0,3,30,4,272,4
0,3,31,3,272,4
0,3,32,4,273,4
0,3,33,3,273,4
0,3,34,4,274,4
0,3,35,3,274,4
0,3,36,4,275,4
0,3,37,3,275,4
0,3,38,4,276,4
0,3,39,3,276,4
0,3,40,4,277,4
0,3,41,3,277,4
0,3,42,4,278,4
0,3,43,3,278,4
0,3,44,4,279,4
0,3,45,3,279,4
0,3,46,4,280,4
0,3,47,3,280,4
0,3,48,4,281,4
0,3,49,3,281,4
0,3,50,4,282,4
0,3,51,3,282,4
0,3,52,4,283,4
0,3,53,3,283,4
0,3,54,4,284,4
0,3,55,3,284,4
0,3,56,4,285,4
0,3,57,3,285,4
0,3,58,4,286,4
0,3,59,3,286,4
0,3,60,4,287,4
0,3,61,3,287,4
0,3,62,4,288,4
0,3,63,3,288,4
0,3,64,4,289,4
0,3,65,3,289,4
0,3,66,4,290,4
0,3,67,3,290,4
0,3,68,4,291,4
0,3,69,3,291,4
0,3,70,4,292,4
0,3,71,3,292,4
0,3,72,4,293,4
0,3,73,3,293,4
0,3,74,4,294,4
0,3,75,3,294,4
0,3,76,4,295,4
0,3,77,3,295,4
0,3,78,4,296,4
0,3,79,3,296,4
0,3,80,4,297,4
0,3,81,3,297,4
0,3,82,4,298,4
0,3,83,3,298,4
0,3,84,4,299,4
0,3,85,3,299,4
0,3,86,4,300,4
0,3,87,3,300,4
0,3,88,4,301,4
0,3,89,3,301,4
0,3,90,4,302,4
0,3,91,3,302,4
0,3,92,4,303,4
0,3,93,3,303,4
0,3,94,4,304,4
0,3,95,3,304,4
0,3,96,4,305,4
0,3,97,3,305,4
0,3,98,4,306,4
0,3,99,3,306,4
0,3,100,4,307,4
0,3,101,3,307,4
0,3,102,4,308,4
0,3,103,3,308,4
0,3,104,4,309,4
0,3,105,3,309,4
0,3,106,4,310,4
0,3,107,3,310,4
0,3,108,4,311,4
0,3,109,3,311,4
0,3,110,4,312,4
0,3,111,3,312,4
0,3,112,4,313,4
0,3,113,3,313,4
0,3,114,4,314,4
0,3,115,3,314,4
0,3,116,4,315,4
0,3,117,3,315,4
0,3,118,4,316,4
0,3,119,3,316,4
0,3,120,4,317,4
0,3,121,3,317,4
0,3,122,4,318,4
0,3,123,3,318,4
0,3,124,4,319,4
0,3,125,3,319,4
0,3,126,4,320,4
0,3,127,3,320,4
