strip,hrsPin,iEta,vfatId,vfatCh
366,109,7,17,92
367,111,7,17,94
368,113,7,17,96
369,115,7,17,98
370,117,7,17,100
371,119,7,17,102
372,123,7,17,104
373,125,7,17,106
374,127,7,17,108
375,129,7,17,110
376,131,7,17,112
377,133,7,17,114
378,135,7,17,116
379,137,7,17,118
380,139,7,17,120
381,141,7,17,122
382,145,7,17,124
383,147,7,17,126
319,8,7,17,1
318,10,7,17,3
317,14,7,17,5
316,16,7,17,7
315,18,7,17,9
314,20,7,17,11
313,22,7,17,13
312,24,7,17,15
311,26,7,17,17
310,28,7,17,19
309,30,7,17,21
308,32,7,17,23
307,36,7,17,25
306,38,7,17,27
305,40,7,17,29
304,42,7,17,31
303,44,7,17,33
302,46,7,17,35
301,48,7,17,37
300,50,7,17,39
299,52,7,17,41
298,54,7,17,43
297,58,7,17,45
296,60,7,17,47
295,62,7,17,49
294,64,7,17,51
293,66,7,17,53
292,68,7,17,55
291,70,7,17,57
290,72,7,17,59
289,74,7,17,61
288,76,7,17,63
287,80,7,17,65
286,82,7,17,67
285,84,7,17,69
284,86,7,17,71
283,88,7,17,73
282,90,7,17,75
281,92,7,17,77
280,94,7,17,79
279,96,7,17,81
278,98,7,17,83
277,102,7,17,85
276,104,7,17,87
275,106,7,17,89
274,108,7,17,91
273,110,7,17,93
272,112,7,17,95
271,114,7,17,97
270,116,7,17,99
269,118,7,17,101
268,120,7,17,103
267,124,7,17,105
266,126,7,17,107
265,128,7,17,109
264,130,7,17,111
263,132,7,17,113
262,134,7,17,115
261,136,7,17,117
260,138,7,17,119
259,140,7,17,121
258,142,7,17,123
257,146,7,17,125
256,148,7,17,127
319,8,7,17,1
318,10,7,17,3
317,14,7,17,5
316,16,7,17,7
315,18,7,17,9
314,20,7,17,11
313,22,7,17,13
312,24,7,17,15
311,26,7,17,17
310,28,7,17,19
309,30,7,17,21
308,32,7,17,23
307,36,7,17,25
306,38,7,17,27
305,40,7,17,29
304,42,7,17,31
303,44,7,17,33
302,46,7,17,35
301,48,7,17,37
300,50,7,17,39
299,52,7,17,41
298,54,7,17,43
297,58,7,17,45
296,60,7,17,47
295,62,7,17,49
294,64,7,17,51
293,66,7,17,53
292,68,7,17,55
291,70,7,17,57
290,72,7,17,59
289,74,7,17,61
288,76,7,17,63
287,80,7,17,65
286,82,7,17,67
285,84,7,17,69
284,86,7,17,71
283,88,7,17,73
282,90,7,17,75
281,92,7,17,77
280,94,7,17,79
279,96,7,17,81
278,98,7,17,83
277,102,7,17,85
276,104,7,17,87
275,106,7,17,89
274,108,7,17,91
273,110,7,17,93
272,112,7,17,95
271,114,7,17,97
270,116,7,17,99
269,118,7,17,101
268,120,7,17,103
267,124,7,17,105
266,126,7,17,107
265,128,7,17,109
264,130,7,17,111
263,132,7,17,113
262,134,7,17,115
261,136,7,17,117
260,138,7,17,119
259,140,7,17,121
258,142,7,17,123
257,146,7,17,125
256,148,7,17,127
0,7,6,2,0
1,9,6,2,2
2,13,6,2,4
3,15,6,2,6
4,17,6,2,8
5,19,6,2,10
6,21,6,2,12
7,23,6,2,14
8,25,6,2,16
9,27,6,2,18
10,29,6,2,20
11,31,6,2,22
12,35,6,2,24
13,37,6,2,26
14,39,6,2,28
15,41,6,2,30
16,43,6,2,32
17,45,6,2,34
18,47,6,2,36
19,49,6,2,38
20,51,6,2,40
21,53,6,2,42
22,57,6,2,44
23,59,6,2,46
24,61,6,2,48
25,63,6,2,50
26,65,6,2,52
27,67,6,2,54
28,69,6,2,56
29,71,6,2,58
30,73,6,2,60
31,75,6,2,62
32,79,6,2,64
33,81,6,2,66
34,83,6,2,68
35,85,6,2,70
36,87,6,2,72
37,89,6,2,74
38,91,6,2,76
39,93,6,2,78
40,95,6,2,80
41,97,6,2,82
42,101,6,2,84
43,103,6,2,86
44,105,6,2,88
45,107,6,2,90
46,109,6,2,92
47,111,6,2,94
48,113,6,2,96
49,115,6,2,98
50,117,6,2,100
51,119,6,2,102
52,123,6,2,104
53,125,6,2,106
54,127,6,2,108
55,129,6,2,110
56,131,6,2,112
57,133,6,2,114
58,135,6,2,116
59,137,6,2,118
60,139,6,2,120
61,141,6,2,122
62,145,6,2,124
63,147,6,2,126
0,7,6,2,0
1,9,6,2,2
2,13,6,2,4
3,15,6,2,6
4,17,6,2,8
5,19,6,2,10
6,21,6,2,12
7,23,6,2,14
8,25,6,2,16
9,27,6,2,18
10,29,6,2,20
11,31,6,2,22
12,35,6,2,24
13,37,6,2,26
14,39,6,2,28
15,41,6,2,30
16,43,6,2,32
17,45,6,2,34
18,47,6,2,36
19,49,6,2,38
20,51,6,2,40
21,53,6,2,42
22,57,6,2,44
23,59,6,2,46
24,61,6,2,48
25,63,6,2,50
26,65,6,2,52
27,67,6,2,54
28,69,6,2,56
29,71,6,2,58
30,73,6,2,60
31,75,6,2,62
32,79,6,2,64
33,81,6,2,66
34,83,6,2,68
35,85,6,2,70
36,87,6,2,72
37,89,6,2,74
38,91,6,2,76
39,93,6,2,78
40,95,6,2,80
41,97,6,2,82
42,101,6,2,84
43,103,6,2,86
44,105,6,2,88
45,107,6,2,90
46,109,6,2,92
47,111,6,2,94
48,113,6,2,96
49,115,6,2,98
50,117,6,2,100
51,119,6,2,102
52,123,6,2,104
53,125,6,2,106
54,127,6,2,108
55,129,6,2,110
56,131,6,2,112
57,133,6,2,114
58,135,6,2,116
59,137,6,2,118
60,139,6,2,120
61,141,6,2,122
62,145,6,2,124
63,147,6,2,126
127,8,6,2,1
126,10,6,2,3
125,14,6,2,5
124,16,6,2,7
123,18,6,2,9
122,20,6,2,11
121,22,6,2,13
120,24,6,2,15
119,26,6,2,17
118,28,6,2,19
117,30,6,2,21
116,32,6,2,23
115,36,6,2,25
114,38,6,2,27
113,40,6,2,29
112,42,6,2,31
111,44,6,2,33
110,46,6,2,35
109,48,6,2,37
108,50,6,2,39
107,52,6,2,41
106,54,6,2,43
105,58,6,2,45
104,60,6,2,47
103,62,6,2,49
102,64,6,2,51
101,66,6,2,53
100,68,6,2,55
99,70,6,2,57
98,72,6,2,59
97,74,6,2,61
96,76,6,2,63
95,80,6,2,65
94,82,6,2,67
93,84,6,2,69
92,86,6,2,71
91,88,6,2,73
90,90,6,2,75
89,92,6,2,77
88,94,6,2,79
87,96,6,2,81
86,98,6,2,83
85,102,6,2,85
84,104,6,2,87
83,106,6,2,89
82,108,6,2,91
81,110,6,2,93
80,112,6,2,95
79,114,6,2,97
78,116,6,2,99
77,118,6,2,101
76,120,6,2,103
75,124,6,2,105
74,126,6,2,107
73,128,6,2,109
72,130,6,2,111
71,132,6,2,113
70,134,6,2,115
69,136,6,2,117
68,138,6,2,119
67,140,6,2,121
66,142,6,2,123
65,146,6,2,125
64,148,6,2,127
127,8,6,2,1
126,10,6,2,3
125,14,6,2,5
124,16,6,2,7
123,18,6,2,9
122,20,6,2,11
121,22,6,2,13
120,24,6,2,15
119,26,6,2,17
118,28,6,2,19
117,30,6,2,21
116,32,6,2,23
115,36,6,2,25
114,38,6,2,27
113,40,6,2,29
112,42,6,2,31
111,44,6,2,33
110,46,6,2,35
109,48,6,2,37
108,50,6,2,39
107,52,6,2,41
106,54,6,2,43
105,58,6,2,45
104,60,6,2,47
103,62,6,2,49
102,64,6,2,51
101,66,6,2,53
100,68,6,2,55
99,70,6,2,57
98,72,6,2,59
97,74,6,2,61
96,76,6,2,63
95,80,6,2,65
94,82,6,2,67
93,84,6,2,69
92,86,6,2,71
91,88,6,2,73
90,90,6,2,75
89,92,6,2,77
88,94,6,2,79
87,96,6,2,81
86,98,6,2,83
85,102,6,2,85
84,104,6,2,87
83,106,6,2,89
82,108,6,2,91
81,110,6,2,93
80,112,6,2,95
79,114,6,2,97
78,116,6,2,99
77,118,6,2,101
76,120,6,2,103
75,124,6,2,105
74,126,6,2,107
73,128,6,2,109
72,130,6,2,111
71,132,6,2,113
70,134,6,2,115
69,136,6,2,117
68,138,6,2,119
67,140,6,2,121
66,142,6,2,123
65,146,6,2,125
64,148,6,2,127
192,7,6,10,0
193,9,6,10,2
194,13,6,10,4
195,15,6,10,6
196,17,6,10,8
197,19,6,10,10
198,21,6,10,12
199,23,6,10,14
200,25,6,10,16
201,27,6,10,18
202,29,6,10,20
203,31,6,10,22
204,35,6,10,24
205,37,6,10,26
206,39,6,10,28
207,41,6,10,30
208,43,6,10,32
209,45,6,10,34
210,47,6,10,36
211,49,6,10,38
212,51,6,10,40
213,53,6,10,42
205,57,6,10,44
206,59,6,10,46
207,61,6,10,48
208,63,6,10,50
209,65,6,10,52
210,67,6,10,54
211,69,6,10,56
212,71,6,10,58
213,73,6,10,60
214,75,6,10,62
215,79,6,10,64
216,81,6,10,66
217,83,6,10,68
218,85,6,10,70
219,87,6,10,72
220,89,6,10,74
221,91,6,10,76
222,93,6,10,78
223,95,6,10,80
224,97,6,10,82
225,101,6,10,84
226,103,6,10,86
227,105,6,10,88
228,107,6,10,90
229,109,6,10,92
230,111,6,10,94
231,113,6,10,96
232,115,6,10,98
233,117,6,10,100
234,119,6,10,102
235,123,6,10,104
236,125,6,10,106
237,127,6,10,108
238,129,6,10,110
239,131,6,10,112
240,133,6,10,114
241,135,6,10,116
242,137,6,10,118
243,139,6,10,120
253,141,6,10,122
254,145,6,10,124
255,147,6,10,126
192,7,6,10,0
193,9,6,10,2
194,13,6,10,4
195,15,6,10,6
196,17,6,10,8
197,19,6,10,10
198,21,6,10,12
199,23,6,10,14
200,25,6,10,16
201,27,6,10,18
202,29,6,10,20
203,31,6,10,22
204,35,6,10,24
205,37,6,10,26
206,39,6,10,28
207,41,6,10,30
208,43,6,10,32
209,45,6,10,34
210,47,6,10,36
211,49,6,10,38
212,51,6,10,40
213,53,6,10,42
205,57,6,10,44
206,59,6,10,46
207,61,6,10,48
208,63,6,10,50
209,65,6,10,52
210,67,6,10,54
211,69,6,10,56
212,71,6,10,58
213,73,6,10,60
214,75,6,10,62
215,79,6,10,64
216,81,6,10,66
217,83,6,10,68
218,85,6,10,70
219,87,6,10,72
220,89,6,10,74
221,91,6,10,76
222,93,6,10,78
223,95,6,10,80
224,97,6,10,82
225,101,6,10,84
226,103,6,10,86
227,105,6,10,88
228,107,6,10,90
229,109,6,10,92
230,111,6,10,94
231,113,6,10,96
232,115,6,10,98
233,117,6,10,100
234,119,6,10,102
235,123,6,10,104
236,125,6,10,106
237,127,6,10,108
238,129,6,10,110
239,131,6,10,112
240,133,6,10,114
241,135,6,10,116
242,137,6,10,118
243,139,6,10,120
253,141,6,10,122
254,145,6,10,124
255,147,6,10,126
191,8,6,10,1
190,10,6,10,3
189,14,6,10,5
188,16,6,10,7
187,18,6,10,9
186,20,6,10,11
185,22,6,10,13
184,24,6,10,15
183,26,6,10,17
182,28,6,10,19
181,30,6,10,21
180,32,6,10,23
179,36,6,10,25
178,38,6,10,27
177,40,6,10,29
176,42,6,10,31
175,44,6,10,33
174,46,6,10,35
173,48,6,10,37
172,50,6,10,39
171,52,6,10,41
170,54,6,10,43
169,58,6,10,45
168,60,6,10,47
167,62,6,10,49
166,64,6,10,51
165,66,6,10,53
164,68,6,10,55
163,70,6,10,57
162,72,6,10,59
161,74,6,10,61
160,76,6,10,63
159,80,6,10,65
158,82,6,10,67
157,84,6,10,69
156,86,6,10,71
155,88,6,10,73
154,90,6,10,75
153,92,6,10,77
152,94,6,10,79
151,96,6,10,81
150,98,6,10,83
149,102,6,10,85
148,104,6,10,87
147,106,6,10,89
146,108,6,10,91
145,110,6,10,93
144,112,6,10,95
143,114,6,10,97
142,116,6,10,99
141,118,6,10,101
140,120,6,10,103
139,124,6,10,105
138,126,6,10,107
137,128,6,10,109
136,130,6,10,111
135,132,6,10,113
134,134,6,10,115
133,136,6,10,117
132,138,6,10,119
131,140,6,10,121
130,142,6,10,123
129,146,6,10,125
128,148,6,10,127
191,8,6,10,1
190,10,6,10,3
189,14,6,10,5
188,16,6,10,7
187,18,6,10,9
186,20,6,10,11
185,22,6,10,13
184,24,6,10,15
183,26,6,10,17
182,28,6,10,19
181,30,6,10,21
180,32,6,10,23
179,36,6,10,25
178,38,6,10,27
177,40,6,10,29
176,42,6,10,31
175,44,6,10,33
174,46,6,10,35
173,48,6,10,37
172,50,6,10,39
171,52,6,10,41
170,54,6,10,43
169,58,6,10,45
168,60,6,10,47
167,62,6,10,49
166,64,6,10,51
165,66,6,10,53
164,68,6,10,55
163,70,6,10,57
162,72,6,10,59
161,74,6,10,61
160,76,6,10,63
159,80,6,10,65
158,82,6,10,67
157,84,6,10,69
156,86,6,10,71
155,88,6,10,73
154,90,6,10,75
153,92,6,10,77
152,94,6,10,79
151,96,6,10,81
150,98,6,10,83
149,102,6,10,85
148,104,6,10,87
147,106,6,10,89
146,108,6,10,91
145,110,6,10,93
144,112,6,10,95
143,114,6,10,97
142,116,6,10,99
141,118,6,10,101
140,120,6,10,103
139,124,6,10,105
138,126,6,10,107
137,128,6,10,109
136,130,6,10,111
135,132,6,10,113
134,134,6,10,115
133,136,6,10,117
132,138,6,10,119
131,140,6,10,121
130,142,6,10,123
129,146,6,10,125
128,148,6,10,127
320,7,6,18,0
321,9,6,18,2
322,13,6,18,4
323,15,6,18,6
324,17,6,18,8
325,19,6,18,10
326,21,6,18,12
327,23,6,18,14
328,25,6,18,16
329,27,6,18,18
330,29,6,18,20
331,31,6,18,22
332,35,6,18,24
333,37,6,18,26
334,39,6,18,28
335,41,6,18,30
336,43,6,18,32
337,45,6,18,34
338,47,6,18,36
339,49,6,18,38
340,51,6,18,40
341,53,6,18,42
342,57,6,18,44
343,59,6,18,46
344,61,6,18,48
345,63,6,18,50
346,65,6,18,52
347,67,6,18,54
348,69,6,18,56
349,71,6,18,58
350,73,6,18,60
351,75,6,18,62
352,79,6,18,64
353,81,6,18,66
354,83,6,18,68
355,85,6,18,70
356,87,6,18,72
357,89,6,18,74
358,91,6,18,76
359,93,6,18,78
360,95,6,18,80
361,97,6,18,82
362,101,6,18,84
363,103,6,18,86
364,105,6,18,88
365,107,6,18,90
366,109,6,18,92
367,111,6,18,94
368,113,6,18,96
369,115,6,18,98
370,117,6,18,100
371,119,6,18,102
372,123,6,18,104
373,125,6,18,106
374,127,6,18,108
375,129,6,18,110
376,131,6,18,112
377,133,6,18,114
378,135,6,18,116
379,137,6,18,118
380,139,6,18,120
381,141,6,18,122
382,145,6,18,124
383,147,6,18,126
320,7,6,18,0
321,9,6,18,2
322,13,6,18,4
323,15,6,18,6
324,17,6,18,8
325,19,6,18,10
326,21,6,18,12
327,23,6,18,14
328,25,6,18,16
329,27,6,18,18
330,29,6,18,20
331,31,6,18,22
332,35,6,18,24
333,37,6,18,26
334,39,6,18,28
335,41,6,18,30
336,43,6,18,32
337,45,6,18,34
338,47,6,18,36
339,49,6,18,38
340,51,6,18,40
341,53,6,18,42
342,57,6,18,44
343,59,6,18,46
344,61,6,18,48
345,63,6,18,50
346,65,6,18,52
347,67,6,18,54
348,69,6,18,56
349,71,6,18,58
350,73,6,18,60
351,75,6,18,62
352,79,6,18,64
353,81,6,18,66
354,83,6,18,68
355,85,6,18,70
356,87,6,18,72
357,89,6,18,74
358,91,6,18,76
359,93,6,18,78
360,95,6,18,80
361,97,6,18,82
362,101,6,18,84
363,103,6,18,86
364,105,6,18,88
365,107,6,18,90
366,109,6,18,92
367,111,6,18,94
368,113,6,18,96
369,115,6,18,98
370,117,6,18,100
371,119,6,18,102
372,123,6,18,104
373,125,6,18,106
374,127,6,18,108
375,129,6,18,110
376,131,6,18,112
377,133,6,18,114
378,135,6,18,116
379,137,6,18,118
380,139,6,18,120
381,141,6,18,122
382,145,6,18,124
383,147,6,18,126
319,8,6,18,1
318,10,6,18,3
317,14,6,18,5
316,16,6,18,7
315,18,6,18,9
314,20,6,18,11
313,22,6,18,13
312,24,6,18,15
311,26,6,18,17
310,28,6,18,19
309,30,6,18,21
308,32,6,18,23
307,36,6,18,25
306,38,6,18,27
305,40,6,18,29
304,42,6,18,31
303,44,6,18,33
302,46,6,18,35
301,48,6,18,37
300,50,6,18,39
299,52,6,18,41
298,54,6,18,43
297,58,6,18,45
296,60,6,18,47
295,62,6,18,49
294,64,6,18,51
293,66,6,18,53
292,68,6,18,55
291,70,6,18,57
290,72,6,18,59
289,74,6,18,61
288,76,6,18,63
287,80,6,18,65
286,82,6,18,67
285,84,6,18,69
284,86,6,18,71
283,88,6,18,73
282,90,6,18,75
281,92,6,18,77
280,94,6,18,79
279,96,6,18,81
278,98,6,18,83
277,102,6,18,85
276,104,6,18,87
275,106,6,18,89
274,108,6,18,91
273,110,6,18,93
272,112,6,18,95
271,114,6,18,97
270,116,6,18,99
269,118,6,18,101
268,120,6,18,103
267,124,6,18,105
266,126,6,18,107
265,128,6,18,109
264,130,6,18,111
263,132,6,18,113
262,134,6,18,115
261,136,6,18,117
260,138,6,18,119
259,140,6,18,121
258,142,6,18,123
257,146,6,18,125
256,148,6,18,127
319,8,6,18,1
318,10,6,18,3
317,14,6,18,5
316,16,6,18,7
315,18,6,18,9
314,20,6,18,11
313,22,6,18,13
312,24,6,18,15
311,26,6,18,17
310,28,6,18,19
309,30,6,18,21
308,32,6,18,23
307,36,6,18,25
306,38,6,18,27
305,40,6,18,29
304,42,6,18,31
303,44,6,18,33
302,46,6,18,35
301,48,6,18,37
300,50,6,18,39
299,52,6,18,41
298,54,6,18,43
297,58,6,18,45
296,60,6,18,47
295,62,6,18,49
294,64,6,18,51
293,66,6,18,53
292,68,6,18,55
291,70,6,18,57
290,72,6,18,59
289,74,6,18,61
288,76,6,18,63
287,80,6,18,65
286,82,6,18,67
285,84,6,18,69
284,86,6,18,71
283,88,6,18,73
282,90,6,18,75
281,92,6,18,77
280,94,6,18,79
279,96,6,18,81
278,98,6,18,83
277,102,6,18,85
276,104,6,18,87
275,106,6,18,89
274,108,6,18,91
273,110,6,18,93
272,112,6,18,95
271,114,6,18,97
270,116,6,18,99
269,118,6,18,101
268,120,6,18,103
267,124,6,18,105
266,126,6,18,107
265,128,6,18,109
264,130,6,18,111
263,132,6,18,113
262,134,6,18,115
261,136,6,18,117
260,138,6,18,119
259,140,6,18,121
258,142,6,18,123
257,146,6,18,125
256,148,6,18,127
0,7,5,3,0
1,9,5,3,2
2,13,5,3,4
3,15,5,3,6
4,17,5,3,8
5,19,5,3,10
6,21,5,3,12
7,23,5,3,14
8,25,5,3,16
9,27,5,3,18
10,29,5,3,20
11,31,5,3,22
12,35,5,3,24
13,37,5,3,26
14,39,5,3,28
15,41,5,3,30
16,43,5,3,32
17,45,5,3,34
18,47,5,3,36
19,49,5,3,38
20,51,5,3,40
21,53,5,3,42
22,57,5,3,44
23,59,5,3,46
24,61,5,3,48
25,63,5,3,50
26,65,5,3,52
27,67,5,3,54
28,69,5,3,56
29,71,5,3,58
30,73,5,3,60
31,75,5,3,62
32,79,5,3,64
33,81,5,3,66
34,83,5,3,68
35,85,5,3,70
36,87,5,3,72
37,89,5,3,74
38,91,5,3,76
39,93,5,3,78
40,95,5,3,80
41,97,5,3,82
42,101,5,3,84
43,103,5,3,86
44,105,5,3,88
45,107,5,3,90
46,109,5,3,92
47,111,5,3,94
48,113,5,3,96
49,115,5,3,98
50,117,5,3,100
51,119,5,3,102
52,123,5,3,104
53,125,5,3,106
54,127,5,3,108
55,129,5,3,110
56,131,5,3,112
57,133,5,3,114
58,135,5,3,116
59,137,5,3,118
60,139,5,3,120
61,141,5,3,122
62,145,5,3,124
63,147,5,3,126
0,7,5,3,0
1,9,5,3,2
2,13,5,3,4
3,15,5,3,6
4,17,5,3,8
5,19,5,3,10
6,21,5,3,12
7,23,5,3,14
8,25,5,3,16
9,27,5,3,18
10,29,5,3,20
11,31,5,3,22
12,35,5,3,24
13,37,5,3,26
14,39,5,3,28
15,41,5,3,30
16,43,5,3,32
17,45,5,3,34
18,47,5,3,36
19,49,5,3,38
20,51,5,3,40
21,53,5,3,42
22,57,5,3,44
23,59,5,3,46
24,61,5,3,48
25,63,5,3,50
26,65,5,3,52
27,67,5,3,54
28,69,5,3,56
29,71,5,3,58
30,73,5,3,60
31,75,5,3,62
32,79,5,3,64
33,81,5,3,66
34,83,5,3,68
35,85,5,3,70
36,87,5,3,72
37,89,5,3,74
38,91,5,3,76
39,93,5,3,78
40,95,5,3,80
41,97,5,3,82
42,101,5,3,84
43,103,5,3,86
44,105,5,3,88
45,107,5,3,90
46,109,5,3,92
47,111,5,3,94
48,113,5,3,96
49,115,5,3,98
50,117,5,3,100
51,119,5,3,102
52,123,5,3,104
53,125,5,3,106
54,127,5,3,108
55,129,5,3,110
56,131,5,3,112
57,133,5,3,114
58,135,5,3,116
59,137,5,3,118
60,139,5,3,120
61,141,5,3,122
62,145,5,3,124
63,147,5,3,126
127,8,5,3,1
126,10,5,3,3
125,14,5,3,5
124,16,5,3,7
123,18,5,3,9
122,20,5,3,11
121,22,5,3,13
120,24,5,3,15
119,26,5,3,17
118,28,5,3,19
117,30,5,3,21
116,32,5,3,23
115,36,5,3,25
114,38,5,3,27
113,40,5,3,29
112,42,5,3,31
111,44,5,3,33
110,46,5,3,35
109,48,5,3,37
108,50,5,3,39
107,52,5,3,41
106,54,5,3,43
105,58,5,3,45
104,60,5,3,47
103,62,5,3,49
102,64,5,3,51
101,66,5,3,53
100,68,5,3,55
99,70,5,3,57
98,72,5,3,59
97,74,5,3,61
96,76,5,3,63
95,80,5,3,65
94,82,5,3,67
93,84,5,3,69
92,86,5,3,71
91,88,5,3,73
90,90,5,3,75
89,92,5,3,77
88,94,5,3,79
87,96,5,3,81
86,98,5,3,83
85,102,5,3,85
84,104,5,3,87
83,106,5,3,89
82,108,5,3,91
81,110,5,3,93
80,112,5,3,95
79,114,5,3,97
78,116,5,3,99
77,118,5,3,101
76,120,5,3,103
75,124,5,3,105
74,126,5,3,107
73,128,5,3,109
72,130,5,3,111
71,132,5,3,113
70,134,5,3,115
69,136,5,3,117
68,138,5,3,119
67,140,5,3,121
66,142,5,3,123
65,146,5,3,125
64,148,5,3,127
127,8,5,3,1
126,10,5,3,3
125,14,5,3,5
124,16,5,3,7
123,18,5,3,9
122,20,5,3,11
121,22,5,3,13
120,24,5,3,15
119,26,5,3,17
118,28,5,3,19
117,30,5,3,21
116,32,5,3,23
115,36,5,3,25
114,38,5,3,27
113,40,5,3,29
112,42,5,3,31
111,44,5,3,33
110,46,5,3,35
109,48,5,3,37
108,50,5,3,39
107,52,5,3,41
106,54,5,3,43
105,58,5,3,45
104,60,5,3,47
103,62,5,3,49
102,64,5,3,51
101,66,5,3,53
100,68,5,3,55
99,70,5,3,57
98,72,5,3,59
97,74,5,3,61
96,76,5,3,63
95,80,5,3,65
94,82,5,3,67
93,84,5,3,69
92,86,5,3,71
91,88,5,3,73
90,90,5,3,75
89,92,5,3,77
88,94,5,3,79
87,96,5,3,81
86,98,5,3,83
85,102,5,3,85
84,104,5,3,87
83,106,5,3,89
82,108,5,3,91
81,110,5,3,93
80,112,5,3,95
79,114,5,3,97
78,116,5,3,99
77,118,5,3,101
76,120,5,3,103
75,124,5,3,105
74,126,5,3,107
73,128,5,3,109
72,130,5,3,111
71,132,5,3,113
70,134,5,3,115
69,136,5,3,117
68,138,5,3,119
67,140,5,3,121
66,142,5,3,123
65,146,5,3,125
64,148,5,3,127
224,7,5,11,0
225,9,5,11,2
226,13,5,11,4
227,15,5,11,6
228,17,5,11,8
229,19,5,11,10
230,21,5,11,12
231,23,5,11,14
232,25,5,11,16
233,27,5,11,18
234,29,5,11,20
235,31,5,11,22
236,35,5,11,24
237,37,5,11,26
238,39,5,11,28
239,41,5,11,30
240,43,5,11,32
241,45,5,11,34
242,47,5,11,36
243,49,5,11,38
244,51,5,11,40
245,53,5,11,42
246,57,5,11,44
247,59,5,11,46
248,61,5,11,48
249,63,5,11,50
250,65,5,11,52
251,67,5,11,54
252,69,5,11,56
253,71,5,11,58
254,73,5,11,60
255,75,5,11,62
128,79,5,11,64
129,81,5,11,66
130,83,5,11,68
131,85,5,11,70
132,87,5,11,72
133,89,5,11,74
134,91,5,11,76
135,93,5,11,78
136,95,5,11,80
137,97,5,11,82
138,101,5,11,84
139,103,5,11,86
140,105,5,11,88
141,107,5,11,90
142,109,5,11,92
143,111,5,11,94
144,113,5,11,96
145,115,5,11,98
146,117,5,11,100
147,119,5,11,102
148,123,5,11,104
149,125,5,11,106
150,127,5,11,108
151,129,5,11,110
152,131,5,11,112
153,133,5,11,114
154,135,5,11,116
155,137,5,11,118
156,139,5,11,120
157,141,5,11,122
158,145,5,11,124
159,147,5,11,126
224,7,5,11,0
225,9,5,11,2
226,13,5,11,4
227,15,5,11,6
228,17,5,11,8
229,19,5,11,10
230,21,5,11,12
231,23,5,11,14
232,25,5,11,16
233,27,5,11,18
234,29,5,11,20
235,31,5,11,22
236,35,5,11,24
237,37,5,11,26
238,39,5,11,28
239,41,5,11,30
240,43,5,11,32
241,45,5,11,34
242,47,5,11,36
243,49,5,11,38
244,51,5,11,40
245,53,5,11,42
246,57,5,11,44
247,59,5,11,46
248,61,5,11,48
249,63,5,11,50
250,65,5,11,52
251,67,5,11,54
252,69,5,11,56
253,71,5,11,58
254,73,5,11,60
255,75,5,11,62
128,79,5,11,64
129,81,5,11,66
130,83,5,11,68
131,85,5,11,70
132,87,5,11,72
133,89,5,11,74
134,91,5,11,76
135,93,5,11,78
136,95,5,11,80
137,97,5,11,82
138,101,5,11,84
139,103,5,11,86
140,105,5,11,88
141,107,5,11,90
142,109,5,11,92
143,111,5,11,94
144,113,5,11,96
145,115,5,11,98
146,117,5,11,100
147,119,5,11,102
148,123,5,11,104
149,125,5,11,106
150,127,5,11,108
151,129,5,11,110
152,131,5,11,112
153,133,5,11,114
154,135,5,11,116
155,137,5,11,118
156,139,5,11,120
157,141,5,11,122
158,145,5,11,124
159,147,5,11,126
223,8,5,11,1
222,10,5,11,3
221,14,5,11,5
220,16,5,11,7
219,18,5,11,9
218,20,5,11,11
217,22,5,11,13
216,24,5,11,15
215,26,5,11,17
214,28,5,11,19
213,30,5,11,21
212,32,5,11,23
211,36,5,11,25
210,38,5,11,27
209,40,5,11,29
208,42,5,11,31
207,44,5,11,33
206,46,5,11,35
205,48,5,11,37
204,50,5,11,39
203,52,5,11,41
202,54,5,11,43
201,58,5,11,45
200,60,5,11,47
199,62,5,11,49
198,64,5,11,51
197,66,5,11,53
196,68,5,11,55
195,70,5,11,57
194,72,5,11,59
193,74,5,11,61
192,76,5,11,63
191,80,5,11,65
190,82,5,11,67
189,84,5,11,69
188,86,5,11,71
187,88,5,11,73
186,90,5,11,75
185,92,5,11,77
184,94,5,11,79
183,96,5,11,81
182,98,5,11,83
181,102,5,11,85
180,104,5,11,87
179,106,5,11,89
178,108,5,11,91
177,110,5,11,93
176,112,5,11,95
175,114,5,11,97
174,116,5,11,99
173,118,5,11,101
172,120,5,11,103
171,124,5,11,105
170,126,5,11,107
169,128,5,11,109
168,130,5,11,111
167,132,5,11,113
166,134,5,11,115
165,136,5,11,117
164,138,5,11,119
163,140,5,11,121
162,142,5,11,123
161,146,5,11,125
160,148,5,11,127
223,8,5,11,1
222,10,5,11,3
221,14,5,11,5
220,16,5,11,7
219,18,5,11,9
218,20,5,11,11
217,22,5,11,13
216,24,5,11,15
215,26,5,11,17
214,28,5,11,19
213,30,5,11,21
212,32,5,11,23
211,36,5,11,25
210,38,5,11,27
209,40,5,11,29
208,42,5,11,31
207,44,5,11,33
206,46,5,11,35
205,48,5,11,37
204,50,5,11,39
203,52,5,11,41
202,54,5,11,43
201,58,5,11,45
200,60,5,11,47
199,62,5,11,49
198,64,5,11,51
197,66,5,11,53
196,68,5,11,55
195,70,5,11,57
194,72,5,11,59
193,74,5,11,61
192,76,5,11,63
191,80,5,11,65
190,82,5,11,67
189,84,5,11,69
