vfatId,vfatCh,iEta,strip
17,31,7,336
17,32,7,368
17,33,7,335
17,34,7,369
17,35,7,334
17,36,7,370
17,37,7,333
17,38,7,371
17,39,7,332
17,40,7,372
17,41,7,331
17,42,7,373
17,43,7,330
17,44,7,374
17,45,7,329
17,46,7,375
17,47,7,328
17,48,7,376
17,49,7,327
17,50,7,377
17,51,7,326
17,52,7,378
17,53,7,325
17,54,7,379
17,55,7,324
17,56,7,380
17,57,7,323
17,58,7,381
17,59,7,322
17,60,7,382
17,61,7,321
17,62,7,383
17,63,7,320
17,64,7,256
17,65,7,319
17,66,7,257
17,67,7,318
17,68,7,258
17,69,7,317
17,70,7,259
17,71,7,316
17,72,7,260
17,73,7,315
17,74,7,261
17,75,7,314
17,76,7,262
17,77,7,313
17,78,7,263
17,79,7,312
17,80,7,264
17,81,7,311
17,82,7,265
17,83,7,310
17,84,7,266
17,85,7,309
17,86,7,267
17,87,7,308
17,88,7,268
17,89,7,307
17,90,7,269
17,91,7,306
17,92,7,270
17,93,7,305
17,94,7,271
17,95,7,304
17,96,7,272
17,97,7,303
17,98,7,273
17,99,7,302
17,100,7,274
17,101,7,301
17,102,7,275
17,103,7,300
17,104,7,276
17,105,7,299
17,106,7,277
17,107,7,298
17,108,7,278
17,109,7,297
17,110,7,279
17,111,7,296
17,112,7,280
17,113,7,295
17,114,7,281
17,115,7,294
17,116,7,282
17,117,7,293
17,118,7,283
17,119,7,292
17,120,7,284
17,121,7,291
17,122,7,285
17,123,7,290
17,124,7,286
17,125,7,289
17,126,7,287
17,127,7,288
16,0,8,352
16,1,8,351
16,2,8,353
16,3,8,350
16,4,8,354
16,5,8,349
16,6,8,355
16,7,8,348
16,8,8,356
16,9,8,347
16,10,8,357
16,11,8,346
16,12,8,358
16,13,8,345
16,14,8,359
16,15,8,344
16,16,8,360
16,17,8,343
16,18,8,361
16,19,8,342
16,20,8,362
16,21,8,341
16,22,8,363
16,23,8,340
16,24,8,364
16,25,8,339
16,26,8,365
16,27,8,338
16,28,8,366
16,29,8,337
16,30,8,367
16,31,8,336
16,32,8,368
16,33,8,335
16,34,8,369
16,35,8,334
16,36,8,370
16,37,8,333
16,38,8,371
16,39,8,332
16,40,8,372
16,41,8,331
16,42,8,373
16,43,8,330
16,44,8,374
16,45,8,329
16,46,8,375
16,47,8,328
16,48,8,376
16,49,8,327
16,50,8,377
16,51,8,326
16,52,8,378
16,53,8,325
16,54,8,379
16,55,8,324
16,56,8,380
16,57,8,323
16,58,8,381
16,59,8,322
16,60,8,382
16,61,8,321
16,62,8,383
16,63,8,320
16,64,8,256
16,65,8,319
16,66,8,257
16,67,8,318
16,68,8,258
16,69,8,317
16,70,8,259
16,71,8,316
16,72,8,260
16,73,8,315
16,74,8,261
16,75,8,314
16,76,8,262
16,77,8,313
16,78,8,263
16,79,8,312
16,80,8,264
16,81,8,311
16,82,8,265
16,83,8,310
16,84,8,266
16,85,8,309
16,86,8,267
16,87,8,308
16,88,8,268
16,89,8,307
16,90,8,269
16,91,8,306
16,92,8,270
16,93,8,305
16,94,8,271
16,95,8,304
16,96,8,272
16,97,8,303
16,98,8,273
16,99,8,302
16,100,8,274
16,101,8,301
16,102,8,275
16,103,8,300
16,104,8,276
16,105,8,299
16,106,8,277
16,107,8,298
16,108,8,278
16,109,8,297
16,110,8,279
16,111,8,296
16,112,8,280
16,113,8,295
16,114,8,281
16,115,8,294
16,116,8,282
16,117,8,293
16,118,8,283
16,119,8,292
16,120,8,284
16,121,8,291
16,122,8,285
16,123,8,290
16,124,8,286
16,125,8,289
16,126,8,287
16,127,8,288
15,0,1,224
15,1,1,223
15,2,1,225
15,3,1,222
15,4,1,226
15,5,1,221
15,6,1,227
15,7,1,220
15,8,1,228
15,9,1,219
15,10,1,229
15,11,1,218
15,12,1,230
15,13,1,217
15,14,1,231
15,15,1,216
15,16,1,232
15,17,1,215
15,18,1,233
15,19,1,214
15,20,1,234
15,21,1,213
15,22,1,235
15,23,1,212
15,24,1,236
15,25,1,211
15,26,1,237
15,27,1,210
15,28,1,238
15,29,1,209
15,30,1,239
15,31,1,208
15,32,1,240
15,33,1,207
15,34,1,241
15,35,1,206
15,36,1,242
15,37,1,205
15,38,1,243
15,39,1,204
15,40,1,244
15,41,1,203
15,42,1,245
15,43,1,202
15,44,1,246
15,45,1,201
15,46,1,247
15,47,1,200
15,48,1,248
15,49,1,199
15,50,1,249
15,51,1,198
15,52,1,250
15,53,1,197
15,54,1,251
15,55,1,196
15,56,1,252
15,57,1,195
15,58,1,253
15,59,1,194
15,60,1,254
15,61,1,193
15,62,1,255
15,63,1,192
15,64,1,128
15,65,1,191
15,66,1,129
15,67,1,190
15,68,1,130
15,69,1,189
15,70,1,131
15,71,1,188
15,72,1,132
15,73,1,187
15,74,1,133
15,75,1,186
15,76,1,134
15,77,1,185
15,78,1,135
15,79,1,184
15,80,1,136
15,81,1,183
15,82,1,137
15,83,1,182
15,84,1,138
15,85,1,181
15,86,1,139
15,87,1,180
15,88,1,140
15,89,1,179
15,90,1,141
15,91,1,178
15,92,1,142
15,93,1,177
15,94,1,143
15,95,1,176
15,96,1,144
15,97,1,175
15,98,1,145
15,99,1,174
15,100,1,146
15,101,1,173
15,102,1,147
15,103,1,172
15,104,1,148
15,105,1,171
15,106,1,149
15,107,1,170
15,108,1,150
15,109,1,169
15,110,1,151
15,111,1,168
15,112,1,152
15,113,1,167
15,114,1,153
15,115,1,166
15,116,1,154
15,117,1,165
15,118,1,155
15,119,1,164
15,120,1,156
15,121,1,163
15,122,1,157
15,123,1,162
15,124,1,158
15,125,1,161
15,126,1,159
15,127,1,160
14,0,2,224
14,1,2,223
14,2,2,225
14,3,2,222
14,4,2,226
14,5,2,221
14,6,2,227
14,7,2,220
14,8,2,228
14,9,2,219
14,10,2,229
14,11,2,218
14,12,2,230
14,13,2,217
14,14,2,231
14,15,2,216
14,16,2,232
14,17,2,215
14,18,2,233
14,19,2,214
14,20,2,234
14,21,2,213
14,22,2,235
14,23,2,212
14,24,2,236
14,25,2,211
14,26,2,237
14,27,2,210
14,28,2,238
14,29,2,209
14,30,2,239
14,31,2,208
14,32,2,240
14,33,2,207
14,34,2,241
14,35,2,206
14,36,2,242
14,37,2,205
14,38,2,243
14,39,2,204
14,40,2,244
14,41,2,203
14,42,2,245
14,43,2,202
14,44,2,246
14,45,2,201
14,46,2,247
14,47,2,200
14,48,2,248
14,49,2,199
14,50,2,249
14,51,2,198
14,52,2,250
14,53,2,197
14,54,2,251
14,55,2,196
14,56,2,252
14,57,2,195
14,58,2,253
14,59,2,194
14,60,2,254
14,61,2,193
14,62,2,255
14,63,2,192
14,64,2,128
14,65,2,191
14,66,2,129
14,67,2,190
14,68,2,130
14,69,2,189
14,70,2,131
14,71,2,188
14,72,2,132
14,73,2,187
14,74,2,133
14,75,2,186
14,76,2,134
14,77,2,185
14,78,2,135
14,79,2,184
14,80,2,136
14,81,2,183
14,82,2,137
14,83,2,182
14,84,2,138
14,85,2,181
14,86,2,139
14,87,2,180
14,88,2,140
14,89,2,179
14,90,2,141
14,91,2,178
14,92,2,142
14,93,2,177
14,94,2,143
14,95,2,176
14,96,2,144
14,97,2,175
14,98,2,145
14,99,2,174
14,100,2,146
14,101,2,173
14,102,2,147
14,103,2,172
14,104,2,148
14,105,2,171
14,106,2,149
14,107,2,170
14,108,2,150
14,109,2,169
14,110,2,151
14,111,2,168
14,112,2,152
14,113,2,167
14,114,2,153
14,115,2,166
14,116,2,154
14,117,2,165
14,118,2,155
14,119,2,164
14,120,2,156
14,121,2,163
14,122,2,157
14,123,2,162
14,124,2,158
14,125,2,161
14,126,2,159
14,127,2,160
13,0,3,224
13,1,3,223
13,2,3,225
13,3,3,222
13,4,3,226
13,5,3,221
13,6,3,227
13,7,3,220
13,8,3,228
13,9,3,219
13,10,3,229
13,11,3,218
13,12,3,230
13,13,3,217
13,14,3,231
13,15,3,216
13,16,3,232
13,17,3,215
13,18,3,233
13,19,3,214
13,20,3,234
13,21,3,213
13,22,3,235
13,23,3,212
13,24,3,236
13,25,3,211
13,26,3,237
13,27,3,210
13,28,3,238
13,29,3,209
13,30,3,239
13,31,3,208
13,32,3,240
13,33,3,207
13,34,3,241
13,35,3,206
13,36,3,242
13,37,3,205
13,38,3,243
13,39,3,204
13,40,3,244
13,41,3,203
13,42,3,245
13,43,3,202
13,44,3,246
13,45,3,201
13,46,3,247
13,47,3,200
13,48,3,248
13,49,3,199
13,50,3,249
13,51,3,198
13,52,3,250
13,53,3,197
13,54,3,251
13,55,3,196
13,56,3,252
13,57,3,195
13,58,3,253
13,59,3,194
13,60,3,254
13,61,3,193
13,62,3,255
13,63,3,192
13,64,3,128
13,65,3,191
13,66,3,129
13,67,3,190
13,68,3,130
13,69,3,189
13,70,3,131
13,71,3,188
13,72,3,132
13,73,3,187
13,74,3,133
13,75,3,186
13,76,3,134
13,77,3,185
13,78,3,135
13,79,3,184
13,80,3,136
13,81,3,183
13,82,3,137
13,83,3,182
13,84,3,138
13,85,3,181
13,86,3,139
13,87,3,180
13,88,3,140
13,89,3,179
13,90,3,141
13,91,3,178
13,92,3,142
13,93,3,177
13,94,3,143
13,95,3,176
13,96,3,144
13,97,3,175
13,98,3,145
13,99,3,174
13,100,3,146
13,101,3,173
13,102,3,147
13,103,3,172
13,104,3,148
13,105,3,171
13,106,3,149
13,107,3,170
13,108,3,150
13,109,3,169
13,110,3,151
13,111,3,168
13,112,3,152
13,113,3,167
13,114,3,153
13,115,3,166
13,116,3,154
13,117,3,165
13,118,3,155
13,119,3,164
13,120,3,156
13,121,3,163
13,122,3,157
13,123,3,162
13,124,3,158
13,125,3,161
13,126,3,159
13,127,3,160
12,0,4,224
12,1,4,223
12,2,4,225
12,3,4,222
12,4,4,226
12,5,4,221
12,6,4,227
12,7,4,220
12,8,4,228
12,9,4,219
12,10,4,229
12,11,4,218
12,12,4,230
12,13,4,217
12,14,4,231
12,15,4,216
12,16,4,232
12,17,4,215
12,18,4,233
12,19,4,214
12,20,4,234
12,21,4,213
12,22,4,235
12,23,4,212
12,24,4,236
12,25,4,211
12,26,4,237
12,27,4,210
12,28,4,238
12,29,4,209
12,30,4,239
12,31,4,208
12,32,4,240
12,33,4,207
12,34,4,241
12,35,4,206
12,36,4,242
12,37,4,205
12,38,4,243
12,39,4,204
12,40,4,244
12,41,4,203
12,42,4,245
12,43,4,202
12,44,4,246
12,45,4,201
12,46,4,247
12,47,4,200
12,48,4,248
12,49,4,199
12,50,4,249
12,51,4,198
12,52,4,250
12,53,4,197
12,54,4,251
12,55,4,196
12,56,4,252
12,57,4,195
12,58,4,253
12,59,4,194
12,60,4,254
12,61,4,193
12,62,4,255
12,63,4,192
12,64,4,128
12,65,4,191
12,66,4,129
12,67,4,190
12,68,4,130
12,69,4,189
12,70,4,131
12,71,4,188
12,72,4,132
12,73,4,187
12,74,4,133
12,75,4,186
12,76,4,134
12,77,4,185
12,78,4,135
12,79,4,184
12,80,4,136
12,81,4,183
12,82,4,137
12,83,4,182
12,84,4,138
12,85,4,181
12,86,4,139
12,87,4,180
12,88,4,140
12,89,4,179
12,90,4,141
12,91,4,178
12,92,4,142
12,93,4,177
12,94,4,143
12,95,4,176
12,96,4,144
12,97,4,175
12,98,4,145
12,99,4,174
12,100,4,146
12,101,4,173
12,102,4,147
12,103,4,172
12,104,4,148
12,105,4,171
12,106,4,149
12,107,4,170
12,108,4,150
12,109,4,169
12,110,4,151
12,111,4,168
12,112,4,152
12,113,4,167
12,114,4,153
12,115,4,166
12,116,4,154
12,117,4,165
12,118,4,155
12,119,4,164
12,120,4,156
12,121,4,163
12,122,4,157
12,123,4,162
12,124,4,158
12,125,4,161
12,126,4,159
12,127,4,160
11,0,5,224
11,1,5,223
11,2,5,225
11,3,5,222
11,4,5,226
11,5,5,221
11,6,5,227
11,7,5,220
11,8,5,228
11,9,5,219
11,10,5,229
11,11,5,218
11,12,5,230
11,13,5,217
11,14,5,231
11,15,5,216
11,16,5,232
11,17,5,215
11,18,5,233
11,19,5,214
11,20,5,234
11,21,5,213
11,22,5,235
11,23,5,212
11,24,5,236
11,25,5,211
11,26,5,237
11,27,5,210
11,28,5,238
11,29,5,209
11,30,5,239
11,31,5,208
11,32,5,240
11,33,5,207
11,34,5,241
11,35,5,206
11,36,5,242
11,37,5,205
11,38,5,243
11,39,5,204
11,40,5,244
11,41,5,203
11,42,5,245
11,43,5,202
11,44,5,246
11,45,5,201
11,46,5,247
11,47,5,200
11,48,5,248
11,49,5,199
11,50,5,249
11,51,5,198
11,52,5,250
11,53,5,197
11,54,5,251
11,55,5,196
11,56,5,252
11,57,5,195
11,58,5,253
11,59,5,194
11,60,5,254
11,61,5,193
11,62,5,255
11,63,5,192
11,64,5,128
11,65,5,191
11,66,5,129
11,67,5,190
11,68,5,130
11,69,5,189
11,70,5,131
11,71,5,188
11,72,5,132
11,73,5,187
11,74,5,133
11,75,5,186
11,76,5,134
11,77,5,185
11,78,5,135
11,79,5,184
11,80,5,136
11,81,5,183
11,82,5,137
11,83,5,182
11,84,5,138
11,85,5,181
11,86,5,139
11,87,5,180
11,88,5,140
11,89,5,179
11,90,5,141
11,91,5,178
11,92,5,142
11,93,5,177
11,94,5,143
11,95,5,176
11,96,5,144
11,97,5,175
11,98,5,145
11,99,5,174
11,100,5,146
11,101,5,173
11,102,5,147
11,103,5,172
11,104,5,148
11,105,5,171
11,106,5,149
11,107,5,170
11,108,5,150
11,109,5,169
11,110,5,151
11,111,5,168
11,112,5,152
11,113,5,167
11,114,5,153
11,115,5,166
11,116,5,154
11,117,5,165
11,118,5,155
11,119,5,164
11,120,5,156
11,121,5,163
11,122,5,157
11,123,5,162
11,124,5,158
11,125,5,161
11,126,5,159
11,127,5,160
10,0,6,224
10,1,6,223
10,2,6,225
10,3,6,222
10,4,6,226
10,5,6,221
10,6,6,227
10,7,6,220
10,8,6,228
10,9,6,219
10,10,6,229
10,11,6,218
10,12,6,230
10,13,6,217
10,14,6,231
10,15,6,216
10,16,6,232
10,17,6,215
10,18,6,233
10,19,6,214
10,20,6,234
10,21,6,213
10,22,6,235
10,23,6,212
10,24,6,236
10,25,6,211
10,26,6,237
10,27,6,210
10,28,6,238
10,29,6,209
10,30,6,239
10,31,6,208
10,32,6,240
10,33,6,207
10,34,6,241
10,35,6,206
10,36,6,242
10,37,6,205
10,38,6,243
10,39,6,204
10,40,6,244
10,41,6,203
10,42,6,245
10,43,6,202
10,44,6,246
10,45,6,201
10,46,6,247
10,47,6,200
10,48,6,248
10,49,6,199
10,50,6,249
10,51,6,198
10,52,6,250
10,53,6,197
10,54,6,251
10,55,6,196
10,56,6,252
10,57,6,195
10,58,6,253
10,59,6,194
10,60,6,254
10,61,6,193
10,62,6,255
10,63,6,192
10,64,6,128
10,65,6,191
10,66,6,129
10,67,6,190
10,68,6,130
10,69,6,189
10,70,6,131
10,71,6,188
10,72,6,132
10,73,6,187
10,74,6,133
10,75,6,186
