name;hv
run_20211031_0707;700
run_20211030_2054;695
run_20211030_2213;690
run_20211030_2317;685
run_20211031_0016;680
run_20211031_0213;675
run_20211031_0222;670
run_20211031_0321;665
run_20211031_0503;660
run_20211031_0606;655
